ComponentAge,MonthlyRunTime,Location,FlowRate,OPXVolume,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5,DaysSinceMaintenance,Target
1.61,9.5,B,0.9964,,81,8.9,2,0.59,3.04,0.5,0.337,27,0
0.66,9.9,B,0.9976,,21,12,1.9,0.28,2.98,0.49,0.074,10,1
0.47,8.9,A,0.9982,,178,7.2,14.5,0.21,3.05,0.35,0.048,35,0
0.38,12.7,A,0.9899,,153,7.1,2.8,0.22,3.15,0.33,0.033,48,1
0.37,11.8,A,0.99012,,64,7.3,1.1,0.145,3.1,0.33,0.042,14,1
0.61,12.1,B,0.99323,,29,7.2,2.1,0.53,3.35,0.14,0.064,15,0
0.4,9.3,A,0.9966,,191,7.6,10.2,0.3,3.08,0.22,0.049,57,0
0.38,11.3,A,0.99089,,126,6.6,2.9,0.26,3.22,0.21,0.026,48,1
0.6,12.6,A,0.98993,,106,6.8,1.9,0.37,3.45,0.28,0.024,64,1
0.46,10.5,A,0.99212,,90,7.1,1.4,0.39,3.17,0.79,0.194,23,0
0.53,9.8,A,0.9982,,113,6.5,14,0.41,3.44,0.24,0.048,24,0
0.64,9.5,B,0.99764,,86,8.2,2,0.51,3.34,0.24,0.079,16,0
0.57,9.4,A,0.99884,9,170,6.3,17.2,0.33,3.26,0.42,0.037,57,0
0.67,9.8,B,0.99712,6,27,7.1,2.1,0.69,3.44,0.04,0.068,19,0
0.56,12,B,0.99384,,44,6.5,2.8,0.34,3.21,0.27,0.067,8,0
0.46,10,A,0.9924,,98,7.3,1.4,0.2,3.15,0.44,0.045,21,1
0.7,10,B,0.99459,0,28,6.4,1.4,0.31,3.42,0.09,0.066,15,1
0.6,12,A,0.99062,,92,8.2,1.1,0.18,2.88,0.38,0.04,41,0
0.37,10.4,A,0.99474,,111,5.7,9,0.27,3.36,0.16,0.053,32,0
0.54,11.3,A,0.99162,,131,6.7,4.2,0.13,3.06,0.45,0.043,52,0
0.34,10.93333333,A,0.99334,,119,6.4,9.65,0.29,2.99,0.21,0.041,36,0
0.83,10.9,B,0.99478,,50,9,1.3,0.39,3.2,0.4,0.044,25,0
0.47,8.8,A,0.99975,,169,8.7,13.4,0.23,3.12,0.32,0.044,35,1
0.36,12.8,A,0.989,,118,3.9,4.2,0.225,3.57,0.4,0.03,29,1
0.87,10.9,B,0.99724,,10,10.4,1.9,0.26,3.33,0.48,0.066,6,0
0.54,9.1,B,0.997,3,95,8.4,2,0.665,3.16,0.61,0.112,13,0
0.58,10.4,A,0.99546,,160,6.8,11.9,0.26,3.03,0.29,0.052,54,0
0.54,12.3,A,0.9908,,102,7.2,2.3,0.23,3.26,0.39,0.033,29,1
0.49,9,A,0.9959,5,191,6.4,7.5,0.3,3.17,0.16,0.05,55,0
0.29,9.7,A,0.99687,,111,6.9,11.95,0.35,3.11,0.55,0.038,22,0
0.46,12.2,A,0.98972,,87,6.4,1.5,0.15,3.11,0.4,0.042,23,1
0.79,8.8,A,1.0008,,184,8.8,15,0.2,3.28,0.43,0.053,60,0
0.59,9.3,A,0.9986,,209,7.5,12.7,0.38,3.25,0.29,0.05,25,0
0.63,9.9,A,0.9964,,115,5.7,12.6,0.385,3.28,0.04,0.034,22,0
0.69,8.6,A,1.0003,,163,8,14.6,0.22,3.21,0.42,0.044,45,1
0.47,9.5,A,0.99728,,152,6.2,12.4,0.22,3.1,0.3,0.054,108,0
0.46,8.9,A,0.9976,,166,5.8,16.05,0.33,3.09,0.2,0.047,26,0
0.78,11.3,B,0.99594,,47,8.2,2.5,0.26,3.4,0.34,0.073,16,1
0.54,9.5,B,0.9964,,140,7.9,1.9,0.52,3.23,0.26,0.079,42,0
0.62,10.5,A,0.9928,,153,6.6,1.9,0.27,3.29,0.3,0.025,14,0
0.57,9.1,B,0.99784,11,90,7.6,3.9,0.42,3.15,0.25,0.104,28,0
0.64,10.3,B,0.9994,,48,10.4,2.7,0.55,3.22,0.23,0.091,18,0
0.63,10.7,A,0.99546,3,118,6.9,13.5,0.19,3,0.35,0.038,49,0
0.5,10.9,A,0.99153,,99,6.1,2.6,0.19,3.18,0.37,0.041,24,0
0.79,12.3,A,0.9925,,155,6.9,4.1,0.3,3.25,0.33,0.035,26,1
0.67,9,A,0.9984,,193,6.8,13,0.67,3.08,0.3,0.29,22,0
0.51,9.7,A,0.9928,,117,6,1.5,0.16,3.46,0.37,0.025,43,0
,9.4,A,0.99622,,155,,8.9,0.36,3.27,0.14,0.036,38,0
0.39,9.9,A,0.9938,5,73,7.2,1.2,0.14,3.46,0.35,0.036,15,0
0.56,9.8,A,0.99659,,168,6.8,12.8,0.3,3.1,0.33,0.041,60,0
0.75,12.4,A,0.98962,,105,6.6,1.8,0.16,3.19,0.35,0.042,26,1
0.37,10.9,A,0.9905,,76,5.6,1.4,0.19,3.25,0.26,0.03,12,1
0.49,10.3,A,0.9949,,141,7.1,9.3,0.29,3.13,0.28,0.048,50,0
0.91,9.9,B,0.9982,,50,8.6,2.6,0.45,3.37,0.31,0.086,21,0
0.4,9.4,A,0.99681,,94,7.2,10.4,0.585,3.13,0.2,0.086,17,0
0.39,10.2,A,0.99226,,154,5.8,2,0.23,3.21,0.2,0.043,39,0
0.5,12,A,0.991,,103,7.1,1.6,0.17,3.14,0.31,0.037,15,0
0.58,9.8,B,0.99627,,14,7.1,1.8,0.72,3.45,0,0.123,6,0
0.45,10.4,A,0.99578,,150,7.4,11.7,0.32,3.1,0.22,0.035,44,0
0.55,10.5,A,0.9944,,172,6.8,6.4,0.24,3.29,0.35,0.048,44,1
0.49,12.7,A,0.98853,,74,5.8,1.2,0.18,3.09,0.37,0.036,19,1
0.53,10,A,0.99471,,101,7.2,1.6,0.2,3.37,0.22,0.044,17,0
0.46,11.5,A,0.9942,,84,7.3,6.4,0.25,3.18,0.39,0.034,8,0
0.55,10.3,A,0.99224,,104,5.4,2.7,0.17,3.46,0.27,0.049,28,0
0.47,10.5,B,0.99532,,41,8,1.9,1.18,3.34,0.21,0.083,14,0
0.73,10.6,B,0.9963,8,19,6.4,2.4,0.47,3.56,0.4,0.071,8,0
0.51,10.5,A,0.9936,,31,5.9,5.6,0.655,3.32,0,0.033,8,0
0.43,8.7,A,0.9984,,135,7.4,15.5,0.16,2.9,0.27,0.05,25,1
0.41,10,A,0.9936,,148,8.1,1,0.28,3.13,0.49,0.04,32,0
0.37,11,A,0.9906,,104,5.7,1.4,0.32,3.44,0.18,0.029,26,0
0.36,11.9,A,0.9911,,24,7.9,2.85,0.37,3.19,0.31,0.037,5,0
0.53,11,A,0.9919,,159,6,1.8,0.33,3.41,0.2,0.031,49,0
0.41,9.6,A,0.9955,11,156,6.8,6.6,0.34,3.14,0.44,0.052,28,0
0.48,10.8,A,0.99201,9,73,5.9,2.5,0.44,3.22,0.36,0.03,12,0
0.43,9.2,A,0.99582,,202,6.2,7.2,0.45,3.21,0.73,0.099,47,0
0.86,10.7,B,0.9987,11,21,10.6,2.5,0.31,3.26,0.49,0.067,6,0
0.67,9.7,A,1.0002,,172,8.3,19.25,0.42,2.98,0.62,0.04,41,0
0.47,10.2,A,0.9957,,125,6.1,9.8,0.55,3.36,0.15,0.031,19,0
0.46,10,A,0.99466,,133,7.3,1.6,0.21,3.38,0.21,0.046,35,0
0.6,9.5,A,0.9958,,238.5,6.8,4.6,0.3,3.32,0.23,0.061,50.5,0
0.53,9.5,B,0.9978,,38,7.9,2.6,0.72,3.4,0.17,0.096,20,0
0.81,9.7,B,0.998,,49,10.7,2.1,0.4,3.03,0.48,0.125,15,0
0.38,10.8,A,0.99362,,124,6.6,8,0.3,3.06,0.25,0.036,21,0
0.56,10.8,B,0.99639,,13,7.7,2.6,0.6,3.38,0,0.055,7,0
0.55,9.4,B,0.9972,,35,7.1,1.9,0.71,3.47,0,0.08,14,0
0.55,11.3,A,0.9911,,153,5.8,3.3,0.36,3.34,0.26,0.038,40,0
0.38,9.8,A,0.99564,,98,7,10.3,0.12,3.19,0.29,0.039,41,1
0.43,10.4,A,0.9918,,61,7,1.7,0.31,3.07,0.52,0.029,5,0
0.7,12,A,0.991,,93,6.5,1.9,0.08,3.34,0.33,0.028,23,1
0.55,11.5,A,0.99355,,117,7,10.6,0.22,3.05,0.28,0.039,32,1
0.51,9.4,A,0.99584,,183,6.8,8.2,0.26,3.2,0.44,0.046,52,0
0.36,12.5,A,0.98961,,82,6.2,5.1,0.19,3.05,0.38,0.019,22,0
0.62,10.7,B,0.9985,,46,8,2.6,0.5,3.43,0.39,0.082,12,0
0.54,9.1,A,0.9958,7,186,6.6,7.8,0.26,3.2,0.46,0.047,48,0
0.77,9.5,A,0.993,,170,6.1,0.9,0.4,3.22,0.31,0.048,23,0
0.4,10.8,A,0.99526,,140,6.6,11.6,0.22,3.22,0.34,0.05,59,0
0.44,8.9,A,0.99628,,182,6.7,10.4,0.17,3.04,0.42,0.038,85,0
0.61,10.3,B,1.0004,7,42,11.9,2.7,0.38,3.16,0.49,0.098,12,0
0.55,10.7,A,0.99142,,140,6.4,1.1,0.105,3.17,0.29,0.035,44,1
0.46,8.7,A,0.9976,,194,7.4,10.8,0.41,3.05,0.66,0.051,77,0
0.49,12,A,0.9948,10,171,8.6,11.1,0.36,3.03,0.26,0.03,43.5,0
0.38,12.3,A,0.99727,,150,6.8,20.3,0.3,3.04,0.26,0.037,45,0
0.84,14.9,B,0.9976,2,71,15.9,7.5,0.36,2.98,0.65,0.096,22,0
0.48,9.4,A,0.99595,,190,6.9,7.2,0.3,3.22,0.21,0.045,54,0
0.42,10.9,A,0.9929,,102,8,1.2,0.27,3.28,0.24,0.044,20,0
0.6,12.9,A,0.9907,,110,8.3,1.6,0.21,3.02,0.4,0.032,35,1
0.42,11.2,A,0.992,,123,7,1.3,0.24,3.17,0.32,0.037,39,1
0.48,11.9,A,0.9911,,87,7.8,1.6,0.31,3.15,0.4,0.027,20,0
0.54,10.7,A,0.9958,9,110,6.9,9.3,0.22,3.34,0.32,0.04,22,1
0.39,11.3,A,0.9908,,86,7.6,1.3,0.29,2.99,0.42,0.035,18,0
0.54,9.7,A,0.9958,,203,6.5,7.6,0.24,3.45,0.32,0.038,48,1
0.49,9.4,B,0.9982,,121,7.4,7.3,0.6,3.37,0.26,0.07,36,0
0.41,11.7,A,0.9908,,83,6.4,2.9,0.19,3.3,0.42,0.032,32,0
0.46,10.4,A,0.9938,0,118,6.3,6.9,0.23,3.23,0.33,0.052,23,0
0.52,9.3,B,0.9975,,14,7.7,2.6,0.835,3.3,0,0.081,6,0
0.52,10,B,0.99568,6,28,7.2,2.3,0.58,3.35,0.03,0.077,7,0
0.45,10,A,0.9954,,149,7.8,3.7,0.25,3.36,0.41,0.042,37,0
0.68,11.4,A,0.9939,,138,7.5,6.7,0.22,3.2,0.33,0.036,45,0
0.59,13.2,A,0.98963,10,73,7,5.7,0.36,2.82,0.25,0.015,14,0
0.51,11.6,A,0.9923,,112,6.1,4,0.19,3.37,0.25,0.023,23,0
0.41,9.9,A,0.9949,,163,7.3,6.8,0.41,3.2,0.24,0.057,41,0
0.57,11.4,A,0.99166,,177,7,2.2,0.3,3.2,0.28,0.042,21,0
0.29,10.8,A,0.992,,104,7.6,1.2,0.51,3.05,0.24,0.04,10,0
0.5,10.4,A,0.9971,,179,6.3,13.9,0.21,3.36,0.33,0.046,68,0
0.5,10.1,A,0.99555,,196,7.7,7.8,0.25,3.1,0.3,0.038,67,0
0.6,11.9,A,0.99095,,152,6.3,2.5,0.34,3.35,0.27,0.024,40,1
0.44,11.5,A,0.99189,,61,8.5,2.8,0.25,3.06,0.31,0.032,11,0
0.48,8.9,A,0.9963,2,157,7.4,7.9,0.26,3.13,0.3,0.049,38,0
0.48,8.8,A,0.99916,10,190,6.3,17.75,0.32,3.13,0.17,0.06,51,0
0.38,9.8,A,0.9953,,150,8.4,5.4,0.17,3.24,0.31,0.052,47,0
0.34,9.7,A,0.9952,,131,7.4,6.85,0.16,3.29,0.31,0.059,31,0
0.45,9.8,A,0.99304,,173,6.3,2.8,0.39,3.24,0.22,0.048,53,0
0.87,11,B,0.99604,5,77,8.6,1.9,0.22,3.47,0.36,0.064,53,1
0.58,11,B,0.99612,,33,8,2.4,0.64,3.37,0.22,0.094,5,0
0.39,9.9,A,0.997,,142,5.2,13.5,0.365,3.46,0.08,0.041,37,0
0.64,9.2,A,0.9991,,190,8,12.4,0.43,3.07,0.4,0.168,29,0
0.44,12.1,A,0.99367,,136,7.6,9.5,0.32,3.1,0.25,0.03,15,0
0.7,11.4,B,0.99419,,24,7.4,1.8,0.36,3.24,0.3,0.074,17,1
0.4,11.9,A,0.99085,,177,7.3,2.1,0.25,3.25,0.36,0.034,30,1
0.7,10.9,B,0.99538,,119,6.7,2.1,0.64,3.36,0.23,0.08,11,0
0.4,12.7,A,0.9898,,65,7.1,1.6,0.23,3.25,0.39,0.032,12,1
0.55,9.5,B,0.99803,,40,8.3,2.9,0.65,3.29,0.1,0.089,17,0
0.54,11.2,B,0.99419,,10,7.9,1.9,0.34,3.27,0.36,0.065,5,1
0.33,10.5,A,0.992,,56,8.8,1,0.35,2.96,0.49,0.036,14,0
0.62,9.7,A,0.99119,,141,5.3,0.9,0.23,3.16,0.56,0.041,46,0
0.42,10.9,A,0.9955,,181,7.8,9.9,0.39,3.04,0.26,0.059,33,0
0.52,9.6,A,0.9976,,168,7,13.6,0.3,3.07,0.51,0.05,40,1
0.5,11,A,0.9913,,89,6.7,2.5,0.21,3.25,0.37,0.034,35,1
0.48,10,A,0.99855,10,130,7.7,13.9,0.2,3.11,0.44,0.05,44,0
0.53,10.5,A,0.99273,,141,6.4,2,0.3,3.38,0.36,0.052,18,0
0.43,13.2,A,0.98794,,114,6,1.4,0.29,3.08,0.25,0.033,30,0
0.87,10.9,B,0.9999,,27,12.5,2.4,0.56,3.08,0.49,0.064,5,0
0.56,11.35,A,0.99339,,166,6.5,9.15,0.29,3.24,0.3,0.051,25,0
0.7,10.4,A,0.99454,0,176,6.2,7,0.25,3.19,0.54,0.046,58,0
0.52,11.2,A,0.99092,,94,5.8,1.3,0.18,3.21,0.28,0.034,9,0
0.88,8.7,A,1.00013,,191,8.7,14.35,0.31,2.96,0.73,0.044,27,0
0.36,12.8,A,0.9895,3,140,6.3,3.3,0.29,3.17,0.29,0.037,32,1
0.57,11.8,A,0.99426,,132,5.9,12.8,0.2,3.31,0.28,0.038,29,1
1.18,9.2,B,1,,21,12.2,2.4,0.34,3.12,0.5,0.066,10,0
0.46,9,A,0.9939,1,125,6.2,2.8,0.3,3.01,0.17,0.04,24,0
0.46,10.7,A,0.9962,,181,7.8,8.75,0.29,3.11,0.33,0.035,33,0
0.53,9.4,B,0.99642,,64,7.8,4.3,0.82,3.16,0.29,0.083,21,0
0.5,9.4,A,0.9954,,118,4.9,11.75,0.235,3.07,0.27,0.03,34,0
0.62,9.4,B,0.9963,,92,7.1,2,0.685,3.28,0.35,0.088,9,0
0.52,10.4,A,0.99455,,182,6,1.5,0.3,3.5,0.44,0.046,15,0
0.48,11,A,0.9912,10,143,6.7,1.1,0.19,3.27,0.36,0.026,63,0
0.49,11,B,0.99892,,11,8.3,3.4,1.02,3.48,0.02,0.084,6,0
0.58,9.5,B,0.9968,4,75,7.2,1.8,0.35,3.4,0.26,0.083,33,0
0.32,13.1,A,0.98774,,158,5,1.1,0.24,3.32,0.34,0.034,49,1
0.47,12.1,A,0.9899,,78,6.2,1.1,0.2,3.36,0.28,0.039,24,0
0.53,9.1,A,0.9986,,189,7.1,14.4,0.26,3.07,0.34,0.067,35,1
0.42,12.7,A,0.98964,,89,7.5,2.5,0.35,3.14,0.37,0.066,29,0
0.46,8.9,A,0.99666,,179,6.7,10.2,0.24,2.86,0.3,0.07,44,0
0.46,10.6,A,0.9951,,153,6,6.7,0.16,3.63,0.3,0.043,43,0
0.52,9,A,0.99458,,106,5.8,5,0.33,3.13,0.23,0.053,29,0
0.67,12.8,A,0.9917,,122,8,3.9,0.57,3.29,0.39,0.034,22,1
1.95,9.9,B,0.9972,,136,8.6,1.9,0.49,2.93,0.28,0.11,20,0
0.98,10.5,A,0.9942,,120,6.4,5.8,0.24,3.01,0.49,0.053,25,0
0.54,11,A,0.99455,,111,6.7,8.9,0.28,3.25,0.34,0.048,32,1
0.5,11.3,A,0.99139,,152,5.9,3.8,0.23,3.31,0.24,0.038,61,1
0.46,11.2,B,0.99488,,33,6.3,2,0.98,3.6,0.01,0.057,15,0
0.44,10.6,A,0.99471,,151,6.1,6.2,0.15,3.6,0.29,0.046,39,0
0.44,11.4,A,0.9912,2,147,6.6,1.8,0.16,3.06,0.29,0.05,40,1
0.47,11.1,A,0.9915,8,113,7,1.8,0.23,3.11,0.32,0.048,25,0
0.75,8.9,A,0.99976,,184,7.8,13.7,0.25,3.22,0.34,0.044,66,0
0.5,9.1,A,0.99834,11,118,6.6,14.4,0.22,3.05,0.29,0.046,39,0
0.37,9.7,A,0.9944,,122,6.7,5.3,0.13,3.44,0.29,0.051,31,0
0.7,10,A,0.99616,,134,8,6.8,0.24,3.23,0.48,0.047,13,0
0.46,9.5,A,0.9977,,198,6.3,14.7,0.34,3.23,0.28,0.047,49,0
0.74,11.9,B,1.001,,14,12.5,4.3,0.6,3.25,0.49,0.1,5,0
0.5,9.6,A,0.9962,,213,7.2,11.9,0.21,3.09,0.34,0.043,37,0
0.49,10,A,0.99282,,125,5.6,2.5,0.2,3.49,0.36,0.048,16,0
0.44,9,A,0.9967,,171,7.9,4.8,0.16,3.47,0.3,0.037,37,0
0.32,12.9,A,0.99071,,95,6.8,6.2,0.3,3.03,0.29,0.025,29,1
0.53,12,A,0.9912,,164,6.8,2.8,0.3,3.09,0.35,0.038,10,0
0.51,9.8,A,0.99626,,81,6.6,10.1,0.24,3.19,0.33,0.032,8,0
0.58,9.9,A,0.99611,,205,6.3,12.3,0.32,3.11,0.26,0.044,24,0
0.45,9.9,A,0.9946,,159,6.6,4.6,0.3,3.21,0.74,0.041,36,0
0.78,10.6,B,0.99496,,17,6,1.9,0.64,3.52,0.05,0.066,9,0
0.58,10.6,A,0.9946,6,128,7.1,1.8,0.64,3.31,0.49,0.05,17,0
0.57,10.4,A,0.99596,,213,7,8,0.2,3.28,0.31,0.05,29,0
0.57,9.5,B,0.9968,,18,7.8,2,0.58,3.36,0.02,0.073,9,1
0.38,10.9,A,0.9926,,110,7.4,1.7,0.29,3.07,0.31,0.035,23,0
0.5,9.6,A,0.99545,3,194,6.7,8,0.26,3.13,0.51,0.062,50,0
0.48,9.8,B,0.9942,,12,7.1,1.3,0.62,3.17,0.06,0.07,5,0
0.62,9.5,B,0.9968,,35,7.5,1.9,0.52,3.38,0.16,0.085,12,1
0.45,10.1,A,0.99571,,125,5.7,9.8,0.25,3.2,0.22,0.049,50,0
0.55,9.5,A,0.99366,,136,8,1.1,0.25,3.08,0.35,0.054,13,0
0.53,10.5,B,0.9982,,52,8.8,3.3,0.48,3.31,0.41,0.092,26,0
0.43,11.1,A,0.9914,3,168,6,1.3,0.29,3.32,0.21,0.055,42,0
0.51,8.7,A,1.00044,,111,7.2,18.8,0.23,3.1,0.25,0.085,19,0
0.38,12.7,A,0.98946,,137,6.4,2.5,0.31,3.22,0.28,0.039,34,0
0.41,12.4,A,0.98998,,104,6,1.4,0.19,3.32,0.26,0.039,30,0
0.52,10,A,0.99882,,240,8.6,11.8,0.33,3.17,0.34,0.059,42,0
0.6,9.3,B,0.9976,,31,8.7,2.5,0.54,3.27,0.26,0.097,7,0
0.32,12.8,A,0.9911,,100,8.2,4.1,0.42,3,0.29,0.03,31,1
0.5,9.5,A,0.99538,,182,6.4,8.2,0.24,3.12,0.26,0.054,47,0
0.37,11,A,0.9918,,74,7.2,1,0.2,3.21,0.38,0.037,21,0
0.44,11.3,A,0.99186,,131,6.3,5.1,0.4,3.24,0.24,0.036,43,0
1.08,12.15,A,0.99168,,121,6.2,5.7,0.21,3.21,0.28,0.028,45,1
0.67,9.4,B,0.997,,23,7,2.1,0.64,3.47,0.02,0.067,9,0
0.56,9.9,A,0.99612,,201,6.2,12.4,0.29,3.11,0.23,0.048,33,0
0.61,11.8,A,0.99081,5,87,6.2,2,0.26,3.33,0.29,0.036,16,0
0.53,11.9,B,0.99642,,8,11.3,2.4,0.36,3.2,0.66,0.123,3,0
0.49,9.1,A,0.9986,9,229,7.4,12.8,0.19,3.14,0.3,0.053,48.5,1
1.56,9.1,B,0.9974,,29,7.8,1.6,0.61,3.26,0.29,0.114,9,0
0.45,10.4,A,0.9944,,170,6.2,6.6,0.3,3.36,0.2,0.045,42,0
0.62,9.5,A,0.99566,,131,6.6,10.9,0.28,2.93,0.09,0.051,37,0
0.79,14,A,0.9894,,120,5.8,2.6,0.29,3.39,0.21,0.025,12,1
0.74,9.2,B,0.9981,,48,7.8,2,0.54,3.41,0.26,0.088,23,0
0.62,10.8,A,0.9923,,143,6,1.5,0.18,3.49,0.27,0.089,40,0
0.36,9,A,0.9951,,97,6.4,5.2,0.595,3.38,0.14,0.058,15,0
0.33,11.2,A,0.99212,,123,8.1,4.3,0.26,3.16,0.27,0.03,43,0
0.31,10.3,A,0.99239,,95,8.6,1.2,0.22,2.83,0.33,0.031,38,0
0.53,10.3,B,0.99682,,16,7.1,2.8,0.48,3.24,0.28,0.068,6,0
0.33,10.4,A,0.9931,,151,7.6,2,0.54,3.04,0.23,0.029,13,0
0.38,9.4,A,0.994,,116,6.9,4.1,0.25,2.99,0.3,0.054,23,0
0.55,12.3,B,0.99352,,28,6.6,1.8,0.5,3.44,0,0.062,21,0
0.47,9.5,A,0.99684,,124,6.1,15.1,0.17,2.87,0.42,0.033,28,0
0.38,9,A,0.9986,,205,7.2,14.4,0.25,3.12,0.28,0.055,55,1
0.6,12.9,B,0.9932,,106,4.7,2.3,0.6,3.85,0.17,0.058,17,0
0.5,10.7,A,0.99551,,75,6.7,13,0.66,3.15,0,0.033,32,0
0.49,9.2,A,0.99838,,178,7.5,14.95,0.29,3.04,0.26,0.067,47,0
0.62,10.4,B,0.99498,,15,6.8,2.1,0.65,3.35,0.02,0.078,8,0
0.93,9.8,B,0.9982,,28,11.5,2.2,0.31,3.03,0.51,0.079,14,0
0.66,10.9,B,0.99483,,28,5.8,1.8,0.61,3.55,0.11,0.066,18,0
0.51,11.4,A,0.9918,,173,7.3,1.6,0.26,3.19,0.31,0.04,39,0
0.51,8.9,A,0.9977,,228,7,11.6,0.36,3.13,0.14,0.043,35,0
0.45,9.5,A,0.998,,172,6.1,12.1,0.25,3.35,0.24,0.046,51,0
0.49,8.8,A,0.99904,,182,6.5,16.4,0.22,3.02,0.5,0.048,36,0
0.63,10.2,B,0.9955,,73,7.6,2.8,0.51,3.17,0.15,0.11,33,0
0.38,9.9,A,0.998,,173,6.9,12.6,0.26,3.39,0.33,0.051,59,0
0.49,9.4,A,0.99556,,200,6.8,7.3,0.27,3.12,0.42,0.054,58,0
0.42,10.8,A,0.9954,,131,5.6,10.2,0.18,3.49,0.3,0.028,28,1
0.61,10.8,B,0.9994,,35,11.9,2.8,0.39,3.1,0.69,0.095,17,0
0.72,10.6,B,0.99814,,25,7.1,2.1,0.27,3.38,0.6,0.074,17,0
0.86,10.2,B,0.99769,,67,9.1,2,0.25,3.44,0.34,0.071,45,1
0.63,10,B,0.998,,18,11.9,1.9,0.58,3.09,0.58,0.071,5,0
0.35,9.7,A,0.99705,,142,6.3,14.9,0.25,3.14,0.23,0.039,47,0
0.6,10.3,B,0.99546,,23,6.8,2.1,0.68,3.38,0.21,0.07,9,0
0.4,9.4,A,0.9963,,151,6.8,10.1,0.35,3.07,0.53,0.053,37,0
0.43,9.9,A,0.9921,,142,6.8,1.5,0.27,3.1,0.32,0.044,19,0
0.72,11.3,A,0.99146,,78,6.6,2.6,0.17,3.22,0.35,0.03,33,0
0.39,10.4,A,0.9928,,96,7,2.2,0.15,3.13,0.38,0.047,33,1
0.62,10.1,B,0.99697,,41,7.7,2,0.6,3.39,0.06,0.079,19,0
0.43,12.2,A,0.99031,,108,5.4,4,0.33,3.3,0.31,0.03,27,1
0.44,9,A,0.9979,,194,7.2,14.3,0.23,3.09,0.38,0.058,55,0
0.46,12,A,0.99193,,130,6.5,4.6,0.28,3.2,0.34,0.054,22,1
0.42,12.2,A,0.9924,,130,8.3,4.45,0.2,3.25,0.74,0.044,33,0
0.54,9.1,A,0.9988,,162,6.8,14.35,0.39,3.17,0.31,0.043,28,0
0.53,12,A,0.99214,,121,6.8,6.3,0.21,3.18,0.4,0.032,40,1
0.61,10.4,B,0.99636,,23,7,1.8,0.5,3.53,0.14,0.078,10,0
0.41,9.6,A,0.99495,,205,5.9,7.4,0.29,3.26,0.33,0.037,58,0
0.52,10,B,0.9978,,14,9.9,2.3,0.5,3.34,0.24,0.103,6,0
0.53,10.2,A,0.997,,132,7.8,9,0.22,3.25,0.26,0.047,38,0
0.5,11.5,B,0.9922,,149,6.6,1.7,0.39,3.12,0.49,0.07,23,0
0.36,9.2,A,0.9987,,103,7.2,16.2,0.2,3.06,0.61,0.043,14,0
0.48,10,A,0.9942,,145,8,1.8,0.18,3.23,0.49,0.061,10,0
0.5,9.5,A,0.9955,,133,6.5,7.5,0.31,3.22,0.14,0.044,34,0
0.74,11,A,0.9918,,102,7.5,1.4,0.17,3.05,0.34,0.035,13,0
0.44,9.3,A,0.9953,,167,6.3,6.5,0.29,3.15,0.4,0.039,43,0
0.64,10,A,0.9927,,155,5.7,2.6,0.32,3.22,0.5,0.049,17,0
0.58,11.4,B,0.9942,,13,5.6,1.7,0.54,3.72,0.04,0.049,5,0
0.44,10.7,A,0.99332,5,107,6.8,7.6,0.19,3.12,0.32,0.049,37,1
0.49,8.6,A,0.99864,4,193,7.3,13.3,0.36,3.06,0.54,0.054,63,0
0.53,13.3,A,0.98947,,171,7.2,2,0.33,3.25,0.34,0.044,61,1
0.37,11,A,0.99308,,107,5.1,8.3,0.29,3.36,0.28,0.026,27,0
0.38,9.1,A,0.993,,132,6.8,0.9,0.2,,0.59,0.147,38,0
0.5,11.4,A,0.99177,,201,7.1,2.2,0.38,3.03,0.4,0.042,54,0
0.46,8.7,A,0.9975,,142,6.9,11.2,0.4,3.14,0.56,0.043,40,0
0.66,12.6,A,0.98942,,95,6.4,3.2,0.29,2.9,0.24,0.037,31,1
0.54,12.7,A,0.9906,,133,7.1,1.5,0.3,3.12,0.46,0.066,29,0
0.49,10.9,A,0.9915,,67,6.6,1.4,0.26,3.05,0.29,0.039,13,0
0.48,9.4,A,0.99576,,153,6.6,8.5,0.23,3.2,0.37,0.036,46,0
0.55,10.9,A,0.993,8,83,6.4,7.2,0.22,3.13,0.32,0.028,15,1
0.68,9,A,0.99732,,134,8,10.4,0.27,3.12,0.57,0.053,18,0
0.82,9.3,B,0.9986,,19,11.4,3.6,0.26,3.12,0.44,0.071,6,0
0.43,9.1,A,0.99692,,177,6.8,7.5,0.28,3.33,0.34,0.035,34,0
0.78,9.1,A,0.99947,,156,7.1,14.5,0.18,3.35,0.39,0.051,48,0
0.54,10.8,A,0.99178,,122,8.4,1.3,0.22,3.13,0.3,0.038,45,1
0.66,12.5,A,0.99008,,89,6.4,2.4,0.29,3.24,0.32,0.014,34,1
0.49,10.7,B,0.99624,,37,7.1,2.8,0.46,3.36,0.14,0.076,15,0
0.51,10.1,A,0.9938,,117,8.5,3.5,0.19,3.14,0.49,0.044,29,0
0.48,10,A,0.9964,,188,8,9.4,0.3,3.14,0.49,0.046,47,0
0.38,9.8,A,0.99564,8,98,7,10.3,0.12,3.19,0.29,0.039,41,1
0.45,9.9,A,0.99352,,56,7,1.3,0.14,3.46,0.28,0.026,10,0
0.46,10,A,0.9968,,181,10,1.6,0.91,3.11,0.42,0.056,34,0
