,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
2574,0.53,9.4,B,0.9976,135.0,8.6,3.0,0.47,3.3,0.3,0.076,30.0,0,0,0
2575,0.5,10.2,A,0.9937,127.0,7.4,1.8,0.29,3.45,0.5,0.042,35.0,1,1,1
2577,0.43,11.2,A,0.9924,143.0,6.9,5.0,0.33,3.25,0.26,0.027,46.0,1,1,1
2578,0.37,12.2,A,0.98912,99.0,5.8,1.4,0.2,3.23,0.16,0.042,44.0,0,1,1
2579,0.54,10.5,A,0.99596,195.0,6.9,12.7,0.54,3.26,0.26,0.049,59.0,0,1,1
2580,0.41,13.6,A,0.99164,95.0,7.7,10.8,0.38,2.93,0.23,0.03,28.0,0,1,1
2581,0.46,8.7,A,0.9976,194.0,7.4,10.8,0.41,3.05,0.66,0.051,77.0,0,1,1
2582,0.52,11.7,A,0.9939,77.0,8.4,5.1,0.18,3.16,0.42,0.036,7.0,0,1,1
2584,0.59,11.0,A,0.99634,114.0,7.7,14.05,0.11,3.07,0.34,0.04,41.0,1,1,1
2585,0.46,13.6,A,0.98822,95.0,6.2,2.0,0.355,3.06,0.35,0.046,31.0,0,1,1
2588,0.62,12.2,B,0.9953,74.0,5.2,2.3,0.49,3.71,0.26,0.09,23.0,0,0,0
2589,0.53,10.1,A,0.99235,93.0,5.2,3.2,0.2,3.44,0.27,0.047,16.0,1,1,1
2590,0.48,9.4,A,0.99576,153.0,6.6,8.5,0.23,3.2,0.37,0.036,46.0,0,1,1
2591,0.75,11.1,B,0.9949,36.0,6.9,2.2,0.41,3.41,0.33,0.081,22.0,0,0,0
2592,0.46,9.8,A,0.9949,230.0,5.8,7.5,0.31,3.19,0.31,0.052,55.0,0,1,1
2594,0.34,8.8,A,0.99808,182.0,7.4,12.8,0.29,3.02,0.48,0.037,61.5,0,1,1
2595,0.37,12.8,A,0.98959,123.0,6.2,2.9,0.24,3.12,0.27,0.039,30.0,0,1,1
2596,0.57,11.5,B,0.9948,9.0,9.8,1.7,0.3,3.14,0.39,0.062,3.0,1,0,0
2598,0.43,9.7,A,0.9988,166.0,10.0,14.1,0.23,2.72,0.27,0.033,45.0,0,1,1
2599,0.46,9.9,A,0.996,182.0,7.8,8.9,0.19,3.18,0.26,0.039,42.0,0,1,1
2600,0.54,9.4,B,1.0006,16.0,13.2,2.7,0.38,2.98,0.55,0.081,5.0,0,0,0
2601,0.77,12.7,B,0.99426,20.0,8.3,2.3,0.33,3.38,0.42,0.07,9.0,1,0,0
2602,0.42,9.2,A,0.99304,109.0,7.2,1.3,0.23,2.93,0.82,0.149,70.0,0,1,1
2603,0.51,9.3,A,1.00098,282.0,9.4,16.45,0.23,3.1,0.56,0.063,52.5,0,1,1
2605,0.34,9.2,A,0.9958,126.0,7.0,8.3,0.16,3.21,0.32,0.045,38.0,0,1,1
2606,0.67,11.3,B,0.9954,20.0,6.8,1.8,0.67,3.42,0.15,0.118,13.0,0,0,0
2607,0.87,8.7,B,0.9967,25.0,7.9,1.6,0.24,3.32,0.4,0.056,11.0,0,0,0
2608,0.68,10.5,A,0.99165,113.0,6.6,0.8,0.21,3.24,0.36,0.034,48.0,0,1,1
2609,0.53,12.7,A,0.9889,121.0,6.7,1.4,0.48,3.15,0.32,0.021,22.0,1,1,1
2610,0.54,9.3,A,0.99304,176.0,6.4,1.1,0.26,3.09,0.26,0.052,22.0,0,1,1
2611,0.4,9.3,A,0.99845,153.0,6.6,15.4,0.22,3.02,0.37,0.035,62.0,0,1,1
2614,0.57,11.7,B,0.9946,42.0,6.2,2.2,0.36,3.57,0.24,0.095,19.0,0,0,0
2615,0.77,9.4,B,0.9983,110.0,7.5,5.1,0.63,3.26,0.12,0.111,50.0,0,0,0
2616,0.55,9.7,B,0.99705,49.0,7.3,2.1,0.98,3.31,0.05,0.061,20.0,0,0,0
2617,0.38,9.0,A,0.9959,143.0,6.8,7.6,0.31,3.14,0.32,0.052,35.0,0,1,1
2618,0.9,10.5,B,0.9968,14.0,7.5,2.6,0.49,3.21,0.2,0.332,8.0,0,0,0
2619,0.62,9.5,A,0.9946,189.0,8.3,1.5,0.14,3.21,0.26,0.049,56.0,0,1,1
2620,0.67,12.5,B,0.99467,50.0,6.0,2.4,0.58,3.58,0.2,0.075,15.0,0,0,0
2621,0.67,9.3,A,1.00047,169.0,8.5,17.3,0.19,3.07,0.56,0.055,47.0,0,1,1
2622,0.48,9.8,B,0.9967,30.0,8.5,2.1,0.585,3.2,0.18,0.078,5.0,0,0,0
2623,0.66,12.0,A,0.99006,108.0,6.8,1.4,0.17,3.19,0.36,0.036,38.0,0,1,1
2624,0.32,11.7,A,0.9906,93.0,8.2,1.0,0.37,3.04,0.36,0.034,17.0,1,1,1
2625,0.61,11.0,B,0.99395,62.0,5.3,1.5,0.715,3.62,0.19,0.161,7.0,0,0,0
2626,0.93,9.5,B,0.9964,47.0,7.8,1.8,0.56,3.19,0.19,0.104,12.0,0,0,0
2627,0.6,10.4,A,0.9944,84.0,7.1,1.5,0.32,3.42,0.4,0.034,13.0,0,1,1
2630,0.39,12.2,A,0.9911,165.0,7.3,1.8,0.25,3.29,0.41,0.037,52.0,1,1,1
2631,0.64,10.5,A,0.99314,440.0,6.1,2.9,0.26,3.44,0.25,0.047,289.0,0,1,1
2632,0.64,10.7,A,0.9936,131.0,6.9,4.8,0.24,3.26,0.33,0.04,16.0,0,1,1
2633,0.6,9.4,B,0.99565,67.0,7.0,2.0,0.975,3.35,0.04,0.087,12.0,0,0,0
2634,0.43,13.5,A,0.9896,128.0,7.1,2.7,0.44,3.07,0.37,0.041,35.0,1,1,1
2635,0.56,9.2,B,0.99615,37.0,7.0,1.6,0.43,3.34,0.36,0.089,14.0,0,0,0
2636,0.36,11.2,A,0.99406,85.0,8.0,9.7,0.25,2.99,0.27,0.036,15.0,0,1,1
2637,0.52,9.2,A,0.9937,143.0,6.2,1.6,0.2,3.22,0.49,0.065,17.0,0,1,1
2638,0.33,11.9,A,0.9934,108.0,8.4,7.4,0.24,3.03,0.49,0.039,46.0,1,1,1
2639,0.54,10.1,B,0.99724,54.0,8.3,2.5,0.85,3.36,0.14,0.093,13.0,0,0,0
2640,0.62,9.5,B,0.9981,15.0,10.7,2.0,0.46,3.18,0.39,0.061,7.0,0,0,0
2641,0.41,10.6,A,0.9932,118.0,7.9,1.2,0.2,3.14,0.34,0.04,29.0,0,1,1
2642,0.65,11.0,A,0.99296,98.0,7.6,2.1,0.3,3.17,0.38,0.043,10.0,0,1,1
2643,0.38,10.5,A,0.992,74.0,8.3,0.9,0.2,3.13,0.35,0.05,12.0,0,1,1
2645,0.38,9.0,A,0.9956,184.0,6.6,7.4,0.46,3.11,0.49,0.052,19.0,0,1,1
2646,0.52,12.8,A,0.991,156.0,7.8,1.8,0.3,3.29,0.74,0.033,33.0,0,1,1
2647,0.66,11.0,A,0.9924,161.0,6.2,1.7,0.2,3.44,0.26,0.093,40.0,0,1,1
2648,0.41,11.6,A,0.99306,174.0,8.2,3.5,0.2,3.22,0.38,0.053,41.0,0,1,1
2649,0.42,10.2,A,0.99532,125.0,6.1,9.8,0.27,3.14,0.28,0.042,61.0,0,1,1
2650,0.42,9.4,A,0.99307,137.0,5.7,1.2,0.255,3.2,0.65,0.079,17.0,0,1,1
2651,0.58,10.9,A,0.99126,97.0,5.6,1.2,0.33,3.49,0.28,0.031,33.0,0,1,1
2653,0.53,10.0,A,0.9931,167.0,7.4,1.4,0.18,3.16,0.31,0.058,38.0,1,1,1
2654,0.41,12.9,A,0.98892,142.0,5.9,2.0,0.34,3.4,0.31,0.03,38.0,1,1,1
2655,0.81,10.9,B,0.99859,39.0,9.5,8.9,0.39,3.29,0.41,0.069,18.0,1,0,0
2656,0.5,11.2,A,0.99126,159.0,7.7,2.6,0.26,3.0,0.51,0.045,26.0,0,1,1
2657,0.33,12.0,A,0.98985,63.0,7.0,1.4,0.22,3.2,0.3,0.04,14.0,0,1,1
2658,0.57,10.1,B,0.9985,84.0,10.6,2.8,1.025,3.06,0.43,0.08,21.0,0,0,0
2659,0.45,10.3,A,0.9941,91.0,7.5,1.9,0.18,3.27,0.39,0.054,23.0,0,1,1
2660,0.75,9.8,B,0.99712,30.0,6.9,1.9,0.63,3.4,0.02,0.078,18.0,0,0,0
2662,0.38,10.6,A,0.9926,71.0,8.7,0.6,0.24,3.08,0.35,0.042,11.0,0,1,1
2663,0.35,10.5,A,0.9963,124.0,6.1,10.5,0.25,3.14,0.18,0.049,41.0,0,1,1
2664,0.29,11.6,A,0.9941,72.0,7.1,12.5,0.39,3.17,0.35,0.044,26.0,0,1,1
2665,0.43,9.05,B,0.99585,23.0,6.9,1.9,0.48,3.39,0.2,0.082,9.0,0,0,0
2666,0.6,10.9,B,0.99901,9.0,9.1,9.0,0.28,3.18,0.46,0.114,3.0,0,0,0
2667,0.39,11.94,A,0.99172,117.0,6.3,7.3,0.41,3.2,0.22,0.035,23.0,1,1,1
2668,0.66,12.0,A,0.9932,50.0,6.0,9.7,0.19,3.08,0.37,0.032,17.0,0,1,1
2669,0.4,10.7,A,0.99571,97.0,8.8,10.3,0.24,3.13,0.23,0.032,12.0,0,1,1
2670,0.44,11.45,A,0.99097,184.0,6.0,1.0,0.24,3.44,0.34,0.036,52.0,0,1,1
2671,0.44,12.3,A,0.9896,96.0,6.0,1.0,0.26,3.38,0.29,0.032,27.0,0,1,1
2672,0.45,9.4,A,0.9952,221.0,6.4,7.1,0.28,3.09,0.43,0.045,60.0,0,1,1
2674,0.47,12.3,A,0.99058,126.0,7.0,1.6,0.29,3.26,0.37,0.035,34.0,0,1,1
2676,0.41,9.9,A,0.995,166.0,7.3,6.7,0.4,3.2,0.24,0.058,41.0,0,1,1
2677,0.53,11.2,B,0.99385,44.0,5.9,1.9,0.46,3.5,0.0,0.077,25.0,0,0,0
2678,0.53,12.8,A,0.99015,99.0,6.7,4.3,0.44,3.26,0.22,0.032,19.0,1,1,1
2679,0.31,10.8,A,0.99411,120.0,5.7,11.5,0.25,3.33,0.27,0.04,24.0,0,1,1
2682,0.39,12.7,A,0.98982,128.0,6.0,3.1,0.44,3.22,0.26,0.053,57.0,0,1,1
2686,0.56,11.2,A,0.99067,102.0,5.5,3.0,0.31,3.23,0.29,0.027,16.0,0,1,1
2687,0.71,9.4,A,0.99863,223.0,7.3,14.6,0.23,3.16,0.41,0.048,73.0,0,1,1
2688,0.56,9.5,A,0.997,186.0,8.0,9.2,0.23,3.09,0.35,0.044,53.0,1,1,1
2689,0.53,9.8,B,0.99616,38.0,8.3,2.2,0.6,3.15,0.25,0.118,9.0,0,0,0
2690,0.47,9.5,A,0.99536,197.0,6.5,8.0,0.26,3.18,0.5,0.051,46.0,0,1,1
2691,0.55,9.4,B,0.9978,142.0,9.3,2.5,0.4,3.22,0.49,0.085,38.0,0,0,0
2692,0.48,10.4,A,0.9923,59.0,8.2,1.7,0.37,2.97,0.27,0.028,10.0,0,1,1
2693,0.53,10.0,B,0.99814,96.0,9.0,2.4,0.82,3.36,0.05,0.081,26.0,0,0,0
2694,0.59,10.4,A,0.9941,128.0,7.0,1.5,0.24,3.41,0.35,0.052,51.0,1,1,1
2695,0.55,10.8,A,0.99226,114.0,6.8,1.8,0.16,3.27,0.18,0.046,31.0,0,1,1
2696,0.37,12.5,A,0.99124,126.0,7.9,6.5,0.34,2.96,0.44,0.027,47.0,0,1,1
2698,0.52,9.9,B,0.9981,70.0,10.6,2.6,0.83,3.16,0.37,0.086,26.0,0,0,0
2699,0.97,9.8,A,0.9932,134.0,7.1,1.2,0.13,3.3,0.4,0.047,54.0,1,1,1
2700,0.58,11.4,B,0.9942,13.0,5.6,1.7,0.54,3.72,0.04,0.049,5.0,0,0,0
2701,0.63,11.8,B,0.99565,17.0,10.2,2.4,0.29,3.22,0.65,0.075,6.0,0,0,0
2702,0.64,12.2,A,0.9918,125.0,7.0,1.5,0.32,3.17,0.35,0.039,24.0,0,1,1
2703,0.49,10.5,A,0.9966,114.0,7.2,10.4,0.26,3.23,0.32,0.062,23.0,0,1,1
2704,0.38,9.7,A,0.99418,133.0,8.0,4.0,0.74,3.06,0.21,0.05,24.0,0,1,1
2705,0.36,9.8,A,0.9928,158.0,6.4,1.6,0.13,3.21,0.47,0.092,40.0,0,1,1
2707,0.44,9.9,A,0.99299,98.0,7.4,1.6,0.22,3.29,0.27,0.057,45.0,1,1,1
2708,1.08,9.9,B,0.9972,10.0,7.7,3.5,0.27,3.25,0.68,0.358,5.0,1,0,0
2710,0.71,9.3,B,0.9968,112.0,7.7,1.8,0.69,3.21,0.49,0.115,20.0,0,0,0
2712,0.25,12.7,A,0.9927,151.0,8.0,8.8,0.45,3.07,0.36,0.026,50.0,1,1,1
2714,0.5,8.9,A,0.99888,229.0,7.4,13.9,0.35,3.11,0.2,0.054,63.0,0,1,1
2715,0.44,9.6,A,0.993,130.0,6.8,3.5,0.31,2.83,0.19,0.086,30.0,0,1,1
2716,0.46,9.5,A,0.994,104.0,8.4,2.1,0.19,2.85,0.43,0.052,20.0,0,1,1
2717,0.64,9.5,A,0.9959,123.0,9.5,1.3,0.21,2.9,0.47,0.039,21.0,0,1,1
2718,0.83,10.3,B,0.99489,44.0,6.5,2.0,0.53,3.38,0.06,0.063,29.0,0,0,0
2719,0.37,10.6,A,0.99642,158.0,6.1,15.8,0.15,3.24,0.35,0.042,55.0,0,1,1
2721,0.55,9.0,A,1.0008,197.0,7.6,18.35,0.32,3.22,0.34,0.054,44.0,0,1,1
2722,0.54,9.5,A,0.9972,224.0,6.5,13.3,0.26,3.18,0.74,0.044,68.0,0,1,1
2723,0.41,12.7,A,0.9895,117.0,6.0,2.3,0.29,3.31,0.27,0.044,20.0,1,1,1
2724,0.37,11.2,A,0.99098,124.0,6.7,1.2,0.22,3.1,0.22,0.038,5.0,0,1,1
2725,0.52,11.0,A,0.9954,205.0,8.1,8.1,0.2,3.1,0.49,0.051,51.0,0,1,1
2726,0.62,12.9,A,0.99036,78.0,6.6,4.4,0.64,3.11,0.28,0.032,19.0,0,1,1
2728,0.42,10.6,A,0.9946,133.0,7.9,4.5,0.11,3.24,0.49,0.048,27.0,0,1,1
2729,0.33,12.9,A,0.98944,119.0,8.0,2.4,0.17,3.03,0.29,0.029,52.0,0,1,1
2730,0.42,12.7,A,0.98945,138.0,5.9,2.1,0.32,3.37,0.33,0.027,35.0,0,1,1
2732,0.55,10.2,A,0.9973,208.0,6.8,7.0,0.28,3.57,0.37,0.057,35.0,0,1,1
2733,0.85,13.0,B,0.9924,93.0,5.4,1.2,0.835,3.57,0.08,0.046,13.0,1,0,0
2734,0.74,9.7,B,0.99701,39.0,6.8,1.9,0.67,3.4,0.0,0.08,22.0,0,0,0
2735,0.59,11.9,B,0.9912,165.0,6.1,1.4,0.21,3.25,0.4,0.066,40.5,0,0,0
2736,0.59,10.1,A,0.9974,180.0,7.5,7.7,0.28,3.37,0.33,0.048,42.0,0,1,1
2737,0.49,9.4,A,0.99471,144.0,6.6,4.9,0.41,3.17,0.24,0.158,47.0,0,1,1
2738,0.53,9.1,A,0.9986,189.0,7.1,14.4,0.26,3.07,0.34,0.067,35.0,1,1,1
2739,0.79,14.0,B,0.9947,18.0,8.8,2.6,0.46,3.32,0.45,0.065,7.0,0,0,0
2740,0.55,10.2,A,0.992,132.0,6.9,1.0,0.35,3.13,0.74,0.044,18.0,0,1,1
2741,0.38,9.8,A,0.9942,130.0,8.7,1.6,0.15,3.22,0.3,0.046,29.0,0,1,1
2743,0.62,10.03333333,A,0.99788,139.0,7.4,15.7,0.27,3.04,0.52,0.054,36.0,0,1,1
2744,0.7,12.7,A,0.99134,97.0,6.5,7.7,0.32,3.2,0.45,0.022,31.0,1,1,1
2747,0.56,12.6,A,0.98914,104.0,5.8,1.7,0.3,3.4,0.27,0.014,45.0,1,1,1
2749,1.31,9.3,B,0.9973,69.0,7.8,1.7,0.41,3.08,0.68,0.467,18.0,0,0,0
2750,0.62,9.4,A,0.9946,157.0,7.3,1.4,0.18,3.33,0.65,0.046,28.0,0,1,1
2751,0.46,9.0,A,0.9984,184.0,7.5,12.8,0.38,3.09,0.5,0.042,57.0,0,1,1
2752,0.56,12.4,A,0.9906,85.0,6.8,2.3,0.28,3.19,0.35,0.042,16.0,0,1,1
2753,0.47,10.4,A,0.9926,167.0,6.1,2.2,0.31,3.37,0.26,0.051,28.0,0,1,1
2754,0.4,9.7,A,0.994,103.0,5.5,1.5,0.485,3.63,0.0,0.065,8.0,0,1,1
2756,0.35,9.5,A,0.99234,81.0,6.2,0.9,0.53,3.24,0.02,0.035,6.0,0,1,1
2757,0.41,9.4,A,0.9962,162.0,7.1,9.6,0.12,3.4,0.32,0.054,64.0,0,1,1
2759,0.51,9.7,A,0.9978,190.0,6.5,15.7,0.28,3.22,0.33,0.053,51.0,0,1,1
2760,0.53,8.9,A,0.9974,127.0,6.7,12.1,0.3,3.04,0.5,0.045,38.0,0,1,1
2762,0.42,10.0,A,0.99568,166.0,6.9,9.5,0.37,3.23,0.23,0.057,54.0,0,1,1
2763,0.4,10.3,A,0.9954,191.0,6.7,8.3,0.26,3.23,0.49,0.047,54.0,0,1,1
2764,0.54,10.8,A,0.992,107.0,7.9,1.2,0.21,3.21,0.4,0.039,38.0,0,1,1
2765,0.62,9.3,A,0.99944,188.0,7.5,16.9,0.2,3.09,0.47,0.052,51.0,0,1,1
2766,0.52,11.5,A,0.99335,114.0,7.1,10.4,0.27,3.04,0.27,0.041,26.0,1,1,1
2768,0.49,11.1,A,0.9923,125.0,7.5,2.6,0.19,3.1,0.34,0.037,33.0,1,1,1
2769,0.77,12.1,B,0.9952,37.0,7.3,2.5,0.34,3.35,0.33,0.064,21.0,1,0,0
2770,0.7,10.8,B,0.9979,60.0,8.3,2.5,0.42,3.31,0.38,0.094,24.0,0,0,0
2773,0.62,9.4,A,0.9957,228.0,7.0,6.2,0.32,3.23,0.24,0.048,31.0,0,1,1
2775,0.52,11.5,B,0.9994,14.0,8.9,3.45,0.875,3.44,0.13,0.088,4.0,0,0,0
2776,0.83,11.1,B,0.99692,39.0,8.9,2.2,0.5,3.33,0.21,0.088,21.0,0,0,0
2777,0.44,9.3,A,0.99922,174.0,6.1,19.95,0.28,3.19,0.24,0.074,32.0,0,1,1
2778,0.32,12.0,A,0.992,99.0,6.4,5.85,0.125,3.23,0.29,0.042,24.0,1,1,1
2779,0.75,10.0,A,0.993,145.0,5.4,3.0,0.29,3.29,0.47,0.052,47.0,0,1,1
2780,0.4,9.4,A,0.99478,156.0,6.4,6.5,0.29,3.1,0.3,0.209,62.0,0,1,1
2781,0.41,9.9,A,0.9949,163.0,7.3,6.8,0.41,3.2,0.24,0.057,41.0,0,1,1
2782,0.67,10.7,B,0.9965,61.0,7.9,4.0,0.545,3.36,0.06,0.087,27.0,0,0,0
2783,0.53,13.4,A,0.98988,81.0,6.8,3.95,0.475,3.23,0.33,0.047,16.0,1,1,1
2785,0.37,10.1,A,0.9952,140.0,8.2,8.5,0.18,3.04,0.28,0.035,41.0,1,1,1
2786,0.55,10.3,A,0.99307,66.0,6.3,1.3,0.16,3.61,0.22,0.046,18.0,0,1,1
2787,0.47,10.5,B,0.99562,14.0,7.3,2.6,0.49,3.3,0.1,0.068,4.0,0,0,0
2788,0.5,10.3,A,0.99474,183.0,7.2,5.5,0.22,3.08,0.35,0.054,37.0,0,1,1
2789,0.68,10.5,B,0.998,42.0,12.0,1.4,0.5,2.92,0.59,0.073,23.0,1,0,0
2790,0.57,9.8,A,0.9954,169.0,6.6,8.9,0.19,3.14,0.41,0.046,51.0,0,1,1
2791,0.4,9.4,A,0.99445,113.0,5.4,4.8,0.18,3.42,0.24,0.041,30.0,0,1,1
2793,0.5,9.4,A,0.9984,198.0,6.3,11.1,0.32,3.36,0.35,0.039,29.0,1,1,1
2794,0.51,11.0,A,0.99313,114.0,5.3,7.4,0.275,3.38,0.24,0.038,28.0,0,1,1
2797,0.38,11.7,A,0.9902,71.0,7.0,1.1,0.22,3.1,0.26,0.037,20.0,0,1,1
2798,0.45,9.1,A,0.99792,139.0,7.9,12.9,0.36,2.94,0.53,0.049,63.0,0,1,1
2799,0.47,10.0,B,0.9976,17.0,10.2,1.9,0.67,3.17,0.39,0.054,6.0,0,0,0
2800,0.57,9.0,B,0.9962,89.0,7.3,1.7,1.07,3.3,0.09,0.178,10.0,0,0,0
2801,0.8,9.4,B,0.9974,27.0,8.3,2.0,0.26,3.21,0.42,0.08,11.0,0,0,0
2802,0.42,9.3,A,0.99528,151.0,6.5,6.7,0.36,3.17,0.36,0.185,51.5,0,1,1
2803,0.38,10.2,A,0.9921,104.0,6.0,1.6,0.28,3.19,0.34,0.119,33.0,0,1,1
2805,0.58,12.1,A,0.9918,104.0,6.4,2.2,0.225,3.24,0.48,0.115,29.0,0,1,1
2806,0.39,9.4,A,0.9932,68.0,6.8,2.2,0.32,3.17,0.21,0.044,15.0,0,1,1
2807,0.45,10.2,A,0.99207,161.0,6.6,1.7,0.18,3.13,0.28,0.041,53.0,0,1,1
2809,0.56,8.7,A,0.99769,171.0,6.2,12.1,0.34,3.14,0.25,0.059,33.0,0,1,1
2810,0.82,9.8,B,0.9987,29.0,12.6,2.2,0.31,2.88,0.72,0.072,6.0,1,0,0
2811,0.39,10.5,A,0.9923,79.0,5.6,5.3,0.15,3.3,0.31,0.038,8.0,0,1,1
2812,0.51,11.8,B,0.99332,46.0,7.2,2.3,0.62,3.32,0.01,0.065,8.0,0,0,0
2813,0.4,10.5,A,0.9931,154.0,5.6,7.1,0.41,3.3,0.22,0.05,44.0,0,1,1
2814,0.54,9.2,A,0.9934,108.0,6.2,1.2,0.35,3.26,0.04,0.06,23.0,0,1,1
2815,0.51,9.4,B,0.99922,77.0,9.2,2.6,0.46,3.15,0.23,0.091,18.0,0,0,0
2816,0.8,10.5,B,0.9978,102.0,7.5,6.1,0.5,3.35,0.36,0.071,17.0,0,0,0
2817,0.47,10.5,A,0.9924,67.0,8.1,1.6,0.31,3.08,0.24,0.032,10.0,0,1,1
2818,0.43,10.6,A,0.99479,167.0,9.4,6.5,0.42,3.08,0.32,0.027,20.0,0,1,1
2819,0.64,11.5,A,0.99108,133.0,6.5,1.4,0.16,3.33,0.34,0.029,29.0,1,1,1
2821,0.86,10.6,B,0.9976,49.0,8.7,2.5,0.52,3.34,0.09,0.091,20.0,1,0,0
2822,0.42,10.4,A,0.99429,101.0,5.6,8.0,0.23,3.19,0.25,0.043,31.0,0,1,1
2823,0.51,8.8,A,0.99494,126.0,6.5,6.6,0.315,2.94,0.2,0.041,9.0,0,1,1
2825,0.5,9.6,A,0.997,112.0,7.3,10.9,0.21,3.4,0.3,0.037,18.0,0,1,1
2826,0.93,9.2,B,0.9986,148.0,8.9,3.9,0.62,3.17,0.19,0.17,51.0,0,0,0
2827,0.42,11.9,A,0.99057,78.0,5.9,1.5,0.48,3.47,0.3,0.037,19.0,1,1,1
2828,0.5,10.0,A,0.99228,111.0,6.2,1.5,0.27,3.41,0.18,0.028,20.0,0,1,1
2829,0.93,10.7,B,0.995,54.0,6.0,2.1,0.51,3.54,0.0,0.064,40.0,0,0,0
2830,0.46,9.9,A,0.99272,208.0,6.5,1.2,0.32,3.18,0.23,0.054,39.0,0,1,1
2831,0.5,9.9,A,0.99403,120.0,5.9,6.4,0.22,3.27,0.18,0.041,28.0,0,1,1
2832,0.56,9.8,A,0.9958,167.0,7.0,7.2,0.21,3.26,0.37,0.042,36.0,0,1,1
2833,0.48,9.5,B,0.9962,96.0,7.7,2.1,0.67,3.32,0.23,0.088,17.0,0,0,0
2834,0.66,11.7,A,0.99155,114.0,6.4,2.8,0.24,3.37,0.31,0.038,41.0,1,1,1
2835,0.55,9.0,A,0.9964,153.0,7.4,7.8,0.2,3.19,0.43,0.045,27.0,1,1,1
2836,0.38,10.5,A,0.9922,72.0,7.9,1.2,0.18,3.12,0.33,0.033,20.0,1,1,1
2837,0.58,9.5,A,0.995,136.0,7.0,5.8,0.23,3.19,0.33,0.04,25.0,0,1,1
2838,0.75,12.6,B,0.99486,28.0,8.9,2.2,0.38,3.27,0.4,0.068,12.0,1,0,0
2839,0.52,10.2,A,0.994,162.0,6.4,6.0,0.28,3.15,0.23,0.051,50.0,0,1,1
2840,0.54,9.6,B,0.9972,49.0,10.8,3.3,0.26,3.13,0.45,0.06,20.0,0,0,0
2841,0.57,10.4,B,0.99758,19.0,11.1,2.2,0.44,3.25,0.42,0.064,14.0,0,0,0
2843,0.48,9.1,A,0.9975,126.0,6.9,11.8,0.44,3.23,0.18,0.051,26.0,0,1,1
2844,0.45,9.8,A,0.99164,131.0,5.5,1.0,0.12,3.25,0.33,0.038,23.0,0,1,1
2845,0.66,10.3,A,0.99334,120.0,7.2,5.6,0.35,2.93,0.25,0.032,23.0,1,1,1
2847,0.49,12.7,B,0.995,58.0,6.4,3.2,0.865,3.61,0.03,0.071,27.0,0,0,0
2848,0.54,8.8,A,0.99955,228.0,6.4,14.4,0.44,3.26,0.44,0.048,29.0,1,1,1
2849,0.34,12.2,A,0.9897,61.0,6.3,1.8,0.24,3.3,0.37,0.031,6.0,0,1,1
2850,0.72,9.6,B,0.99761,31.0,7.2,2.1,0.5,3.52,0.18,0.071,12.0,0,0,0
2851,0.87,11.6,A,0.993,102.0,6.9,4.3,0.39,3.0,0.22,0.03,10.0,0,1,1
2852,0.59,9.9,B,0.9966,20.0,9.3,2.1,0.715,3.12,0.24,0.07,5.0,0,0,0
2853,1.61,9.5,B,0.9964,81.0,8.9,2.0,0.59,3.04,0.5,0.337,27.0,0,0,0
2854,0.66,9.9,B,0.9976,21.0,12.0,1.9,0.28,2.98,0.49,0.074,10.0,1,0,0
2855,0.47,8.9,A,0.9982,178.0,7.2,14.5,0.21,3.05,0.35,0.048,35.0,0,1,1
2856,0.38,12.7,A,0.9899,153.0,7.1,2.8,0.22,3.15,0.33,0.033,48.0,1,1,1
2857,0.37,11.8,A,0.99012,64.0,7.3,1.1,0.145,3.1,0.33,0.042,14.0,1,1,1
2858,0.61,12.1,B,0.99323,29.0,7.2,2.1,0.53,3.35,0.14,0.064,15.0,0,0,0
2859,0.4,9.3,A,0.9966,191.0,7.6,10.2,0.3,3.08,0.22,0.049,57.0,0,1,1
2860,0.38,11.3,A,0.99089,126.0,6.6,2.9,0.26,3.22,0.21,0.026,48.0,1,1,1
2861,0.6,12.6,A,0.98993,106.0,6.8,1.9,0.37,3.45,0.28,0.024,64.0,1,1,1
2862,0.46,10.5,A,0.99212,90.0,7.1,1.4,0.39,3.17,0.79,0.194,23.0,0,1,1
2864,0.64,9.5,B,0.99764,86.0,8.2,2.0,0.51,3.34,0.24,0.079,16.0,0,0,0
2866,0.67,9.8,B,0.99712,27.0,7.1,2.1,0.69,3.44,0.04,0.068,19.0,0,0,0
2867,0.56,12.0,B,0.99384,44.0,6.5,2.8,0.34,3.21,0.27,0.067,8.0,0,0,0
2869,0.7,10.0,B,0.99459,28.0,6.4,1.4,0.31,3.42,0.09,0.066,15.0,1,0,0
2870,0.6,12.0,A,0.99062,92.0,8.2,1.1,0.18,2.88,0.38,0.04,41.0,0,1,1
2872,0.54,11.3,A,0.99162,131.0,6.7,4.2,0.13,3.06,0.45,0.043,52.0,0,1,1
2874,0.83,10.9,B,0.99478,50.0,9.0,1.3,0.39,3.2,0.4,0.044,25.0,0,0,0
2876,0.36,12.8,A,0.989,118.0,3.9,4.2,0.225,3.57,0.4,0.03,29.0,1,1,1
2878,0.54,9.1,B,0.997,95.0,8.4,2.0,0.665,3.16,0.61,0.112,13.0,0,0,0
